BA,102.099,394.279,0.06457
GE,11.210,33,0.011771
MMM,120.709,259.769,0.02250
PG,65.019,94.669,0.05848
KO,36.560,48.619,0.02420
AAPL,70.507,233.470,0.03606
AXP,50.270,111.769,0.04975
UTX,83.389,144.149,0.03305
CVX,69.580,135.100,0.09477
JNJ,81.790,148.320,0.08296
